speaker,filename,dur_a,dur_v
M01_kablab,BASIC5000_0340,5.560625,5.72
M01_kablab,BASIC5000_0060,5.9364375,6.08
M01_kablab,BASIC5000_2032,3.8623125,4.04
M01_kablab,BASIC5000_0939,5.194,5.36
M01_kablab,BASIC5000_2431,4.8573125,5.04
M01_kablab,BASIC5000_1860,5.772,5.44
M01_kablab,BASIC5000_0407,4.829875,4.92
M01_kablab,BASIC5000_1384,3.3794375,3.52
M01_kablab,BASIC5000_2282,4.9408125,5.12
M01_kablab,BASIC5000_1948,3.9570625,4.12
M01_kablab,BASIC5000_2063,3.78725,3.96
M01_kablab,BASIC5000_2412,7.1199375,7.28
M01_kablab,BASIC5000_1779,4.6175625,4.76
M01_kablab,BASIC5000_1838,5.295,5.48
M01_kablab,BASIC5000_0841,4.9163125,5.08
M01_kablab,BASIC5000_0790,5.64575,5.8
M01_kablab,BASIC5000_1849,7.5273125,7.68
M01_kablab,BASIC5000_0972,4.8794375,5.04
M01_kablab,BASIC5000_0840,5.7518125,5.92
M01_kablab,BASIC5000_2055,4.07075,4.24
M01_kablab,BASIC5000_1864,6.30025,6.44
M01_kablab,BASIC5000_0156,4.5796875,4.72
M01_kablab,BASIC5000_0994,5.39675,5.52
M01_kablab,BASIC5000_0470,5.3915,5.56
M01_kablab,BASIC5000_2157,4.2490625,4.4
M01_kablab,BASIC5000_0480,7.3621875,7.48
M01_kablab,BASIC5000_0587,5.2624375,5.24
M01_kablab,BASIC5000_1804,4.408625,4.56
M01_kablab,BASIC5000_1050,6.226875,5.88
M01_kablab,BASIC5000_2122,4.5865625,4.76
M01_kablab,BASIC5000_1015,5.1068125,4.96
M01_kablab,BASIC5000_2007,8.5668125,8.72
M01_kablab,BASIC5000_1345,5.281125,4.92
M01_kablab,BASIC5000_0773,6.3413125,6.0
M01_kablab,BASIC5000_1007,5.2578125,5.2
M01_kablab,BASIC5000_1066,4.2118125,4.32
M01_kablab,BASIC5000_1782,4.8465625,5.0
M01_kablab,BASIC5000_1461,4.3430625,4.48
M01_kablab,BASIC5000_1165,4.9111875,5.08
M01_kablab,BASIC5000_0319,5.9443125,6.04
M01_kablab,BASIC5000_1410,8.043875,8.2
M01_kablab,BASIC5000_1709,5.328125,5.44
M01_kablab,BASIC5000_1325,4.4845,4.64
M01_kablab,BASIC5000_0802,4.4149375,4.56
M01_kablab,BASIC5000_1889,4.275375,4.28
M01_kablab,BASIC5000_2284,4.3345625,4.52
M01_kablab,BASIC5000_1720,3.9785625,4.08
M01_kablab,BASIC5000_0174,4.96275,4.92
M01_kablab,BASIC5000_0857,5.3588125,5.0
M01_kablab,BASIC5000_0925,5.947125,6.08
M01_kablab,BASIC5000_0229,4.353125,4.52
M01_kablab,BASIC5000_0263,4.3458125,4.16
M01_kablab,BASIC5000_2347,4.88325,5.04
M01_kablab,BASIC5000_2454,4.3035625,4.48
M01_kablab,BASIC5000_2042,6.210125,6.4
M01_kablab,BASIC5000_1810,4.578875,4.76
M01_kablab,BASIC5000_2363,3.9915,4.16
M01_kablab,BASIC5000_1807,5.4481875,5.6
M01_kablab,BASIC5000_1915,3.717875,3.88
M01_kablab,BASIC5000_0307,6.303375,5.92
M01_kablab,BASIC5000_0819,4.8129375,4.96
M01_kablab,BASIC5000_1828,7.83325,8.0
M01_kablab,BASIC5000_0666,5.8240625,5.88
M01_kablab,BASIC5000_0259,4.50025,4.64
M01_kablab,BASIC5000_1927,7.0505625,7.2
M01_kablab,BASIC5000_1380,5.6120625,5.24
M01_kablab,BASIC5000_1824,5.2895625,5.48
M01_kablab,BASIC5000_1320,5.2941875,5.44
M01_kablab,BASIC5000_0104,6.0941875,6.24
M01_kablab,BASIC5000_1609,3.183375,3.36
M01_kablab,BASIC5000_1185,4.8913125,5.0
M01_kablab,BASIC5000_2130,5.955625,6.12
M01_kablab,BASIC5000_2389,6.9179375,7.04
M01_kablab,BASIC5000_0133,6.7210625,6.8
M01_kablab,BASIC5000_2361,4.1296875,4.32
M01_kablab,BASIC5000_1907,5.3299375,5.52
M01_kablab,BASIC5000_0896,4.2116875,4.36
M01_kablab,BASIC5000_1964,5.915875,6.04
M01_kablab,BASIC5000_1644,4.777,4.96
M01_kablab,BASIC5000_0202,5.9569375,6.08
M01_kablab,BASIC5000_2323,3.78175,3.96
M01_kablab,BASIC5000_1056,4.2371875,4.12
M01_kablab,BASIC5000_0665,7.3271875,7.44
M01_kablab,BASIC5000_2489,3.276125,3.44
M01_kablab,BASIC5000_1588,5.6693125,5.8
M01_kablab,BASIC5000_2162,5.26025,5.44
M01_kablab,BASIC5000_0212,3.8165,3.84
M01_kablab,BASIC5000_0931,5.076,5.24
M01_kablab,BASIC5000_1121,5.1223125,4.8
M01_kablab,BASIC5000_2479,4.6035625,4.76
M01_kablab,BASIC5000_0892,4.5420625,4.68
M01_kablab,BASIC5000_0476,5.7256875,5.88
M01_kablab,BASIC5000_0397,5.8721875,5.96
M01_kablab,BASIC5000_0395,5.7654375,5.8
M01_kablab,BASIC5000_1918,5.327375,5.52
M01_kablab,BASIC5000_2402,6.7930625,6.88
M01_kablab,BASIC5000_1339,6.799,6.44
M01_kablab,BASIC5000_1564,5.889,5.52
M01_kablab,BASIC5000_1643,5.7401875,5.84
M01_kablab,BASIC5000_0103,4.367375,4.52
M01_kablab,BASIC5000_2473,3.7558125,3.92
M01_kablab,BASIC5000_0636,6.52475,6.64
M01_kablab,BASIC5000_1265,5.475125,5.64
M01_kablab,BASIC5000_1065,7.1909375,7.36
M01_kablab,BASIC5000_1525,5.8785,5.52
M01_kablab,BASIC5000_1509,9.84,10.0
M01_kablab,BASIC5000_0394,5.0955625,5.12
M01_kablab,BASIC5000_1039,5.6339375,5.68
M01_kablab,BASIC5000_1622,9.513375,9.68
M01_kablab,BASIC5000_0335,4.4583125,4.6
M01_kablab,BASIC5000_1036,7.437375,7.6
M01_kablab,BASIC5000_0578,8.172625,8.32
M01_kablab,BASIC5000_0184,4.35925,4.44
M01_kablab,BASIC5000_1407,11.0363125,11.2
M01_kablab,BASIC5000_0343,4.7461875,4.88
M01_kablab,BASIC5000_1392,4.4515,4.6
M01_kablab,BASIC5000_1112,4.254625,4.4
M01_kablab,BASIC5000_1432,4.136125,4.28
M01_kablab,BASIC5000_1181,5.3916875,5.56
M01_kablab,BASIC5000_1823,4.3846875,4.56
M01_kablab,BASIC5000_2421,4.4504375,4.64
M01_kablab,BASIC5000_1954,10.9310625,10.92
M01_kablab,BASIC5000_1426,4.4129375,4.6
M01_kablab,BASIC5000_1342,6.125375,6.28
M01_kablab,BASIC5000_2316,3.8444375,4.04
M01_kablab,BASIC5000_0241,4.7204375,4.8
M01_kablab,BASIC5000_0137,4.69425,4.84
M01_kablab,BASIC5000_0042,4.742,4.4
M01_kablab,BASIC5000_0402,5.9414375,5.96
M01_kablab,BASIC5000_0510,4.9845,4.64
M01_kablab,BASIC5000_0503,4.3983125,4.56
M01_kablab,BASIC5000_1400,4.82725,4.92
M01_kablab,BASIC5000_0068,4.796375,4.92
M01_kablab,BASIC5000_0946,4.92525,4.6
M01_kablab,BASIC5000_1793,5.190125,5.36
M01_kablab,BASIC5000_0826,6.2359375,6.4
M01_kablab,BASIC5000_1914,4.8591875,5.0
M01_kablab,BASIC5000_1951,7.9395625,8.04
M01_kablab,BASIC5000_0928,4.2914375,4.44
M01_kablab,BASIC5000_2059,8.6459375,8.8
M01_kablab,BASIC5000_0937,4.99225,5.16
M01_kablab,BASIC5000_2345,6.12725,6.24
M01_kablab,BASIC5000_2476,4.57975,4.76
M01_kablab,BASIC5000_0864,5.1421875,5.28
M01_kablab,BASIC5000_1928,6.8344375,7.0
M01_kablab,BASIC5000_0160,5.4201875,5.48
M01_kablab,BASIC5000_1776,5.75225,5.92
M01_kablab,BASIC5000_2232,6.0221875,6.2
M01_kablab,BASIC5000_1758,6.6965,6.84
M01_kablab,BASIC5000_2312,5.885,6.04
M01_kablab,BASIC5000_0159,5.5423125,5.52
M01_kablab,BASIC5000_1224,4.8125625,4.96
M01_kablab,BASIC5000_0789,5.2529375,5.4
M01_kablab,BASIC5000_0531,4.461625,4.64
M01_kablab,BASIC5000_2314,5.6956875,5.6
M01_kablab,BASIC5000_0642,4.8118125,4.88
M01_kablab,BASIC5000_0317,7.70175,7.84
M01_kablab,BASIC5000_1634,4.5033125,4.68
M01_kablab,BASIC5000_1798,4.9095,5.08
M01_kablab,BASIC5000_1049,7.0585,7.16
M01_kablab,BASIC5000_0045,4.3395625,4.44
M01_kablab,BASIC5000_0851,3.804375,3.96
M01_kablab,BASIC5000_2343,7.5365625,7.72
M01_kablab,BASIC5000_0140,4.096875,4.24
M01_kablab,BASIC5000_1274,3.96375,4.12
M01_kablab,BASIC5000_2372,3.86825,4.04
M01_kablab,BASIC5000_0357,5.6401875,5.76
M01_kablab,BASIC5000_0785,5.5103125,5.44
M01_kablab,BASIC5000_1668,4.0010625,4.16
M01_kablab,BASIC5000_1046,7.333,7.28
M01_kablab,BASIC5000_2171,3.515375,3.68
M01_kablab,BASIC5000_2191,4.3071875,4.48
M01_kablab,BASIC5000_1208,4.9649375,5.0
M01_kablab,BASIC5000_1555,4.3263125,4.48
M01_kablab,BASIC5000_0293,5.3510625,5.0
M01_kablab,BASIC5000_2080,4.507375,4.68
M01_kablab,BASIC5000_2147,5.0733125,4.76
M01_kablab,BASIC5000_2433,5.67025,5.84
M01_kablab,BASIC5000_1258,3.8151875,3.84
M01_kablab,BASIC5000_0691,5.863625,5.64
M01_kablab,BASIC5000_1820,4.229,4.4
M01_kablab,BASIC5000_1362,5.114875,5.16
M01_kablab,BASIC5000_1103,5.6740625,5.8
M01_kablab,BASIC5000_0242,4.9383125,5.0
M01_kablab,BASIC5000_1657,4.8673125,4.96
M01_kablab,BASIC5000_0815,5.3883125,5.52
M01_kablab,BASIC5000_1870,4.113125,4.28
M01_kablab,BASIC5000_0491,9.2935,9.44
M01_kablab,BASIC5000_0046,7.236375,7.32
M01_kablab,BASIC5000_1063,5.1995,4.88
M01_kablab,BASIC5000_0575,6.36625,6.52
M01_kablab,BASIC5000_1587,5.7655625,5.44
M01_kablab,BASIC5000_0517,5.996375,6.16
M01_kablab,BASIC5000_0573,7.7925625,7.64
M01_kablab,BASIC5000_2238,3.6745625,3.36
M01_kablab,BASIC5000_0129,5.4676875,5.12
M01_kablab,BASIC5000_2163,4.091125,4.24
M01_kablab,BASIC5000_2270,5.0881875,5.28
M01_kablab,BASIC5000_1775,4.226375,4.32
M01_kablab,BASIC5000_0433,4.9078125,5.04
M01_kablab,BASIC5000_0572,6.216625,6.36
M01_kablab,BASIC5000_0326,5.2754375,5.4
M01_kablab,BASIC5000_2298,9.007625,9.2
M01_kablab,BASIC5000_0459,4.989375,5.12
M01_kablab,BASIC5000_1842,5.547375,5.72
M01_kablab,BASIC5000_1178,5.0790625,5.24
M01_kablab,BASIC5000_1852,3.979875,4.16
M01_kablab,BASIC5000_2109,5.003,5.16
M01_kablab,BASIC5000_0094,4.42075,4.56
M01_kablab,BASIC5000_0208,6.491125,6.56
M01_kablab,BASIC5000_0102,5.4044375,5.56
M01_kablab,BASIC5000_2011,4.8483125,5.04
M01_kablab,BASIC5000_1874,4.7666875,4.76
M01_kablab,BASIC5000_0598,8.1446875,8.28
M01_kablab,BASIC5000_1295,5.8616875,6.0
M01_kablab,BASIC5000_0419,4.560875,4.68
M01_kablab,BASIC5000_1872,4.022875,4.2
M01_kablab,BASIC5000_1107,5.4834375,5.64
M01_kablab,BASIC5000_0669,4.1025625,4.0
M01_kablab,BASIC5000_0612,5.3296875,5.48
M01_kablab,BASIC5000_1327,5.9394375,6.08
M01_kablab,BASIC5000_2120,4.44975,4.6
M01_kablab,BASIC5000_1787,3.459875,3.64
M01_kablab,BASIC5000_0569,5.9823125,5.64
M01_kablab,BASIC5000_0620,4.5191875,4.64
M01_kablab,BASIC5000_1113,3.7645625,3.92
M01_kablab,BASIC5000_0175,4.8566875,4.52
M01_kablab,BASIC5000_0978,4.361875,4.52
M01_kablab,BASIC5000_0647,6.8061875,6.96
M01_kablab,BASIC5000_2283,5.6853125,5.84
M01_kablab,BASIC5000_0855,5.298875,5.44
M01_kablab,BASIC5000_1378,8.9764375,9.0
M01_kablab,BASIC5000_1370,5.1885625,5.36
M01_kablab,BASIC5000_2251,4.9024375,5.08
M01_kablab,BASIC5000_0698,4.8234375,4.96
M01_kablab,BASIC5000_1002,10.9789375,11.04
M01_kablab,BASIC5000_1531,5.2558125,4.92
M01_kablab,BASIC5000_0880,4.9560625,5.12
M01_kablab,BASIC5000_0887,8.427875,8.6
M01_kablab,BASIC5000_0676,4.408875,4.56
M01_kablab,BASIC5000_0352,4.3488125,4.48
M01_kablab,BASIC5000_2150,4.99675,5.16
M01_kablab,BASIC5000_2044,4.26075,4.44
M01_kablab,BASIC5000_1836,4.3071875,4.48
M01_kablab,BASIC5000_0705,3.8604375,4.0
M01_kablab,BASIC5000_0040,3.92425,4.04
M01_kablab,BASIC5000_1148,4.97525,5.12
M01_kablab,BASIC5000_1772,4.82775,5.0
M01_kablab,BASIC5000_0254,4.6788125,4.84
M01_kablab,BASIC5000_2342,6.84575,7.0
M01_kablab,BASIC5000_1590,4.7890625,4.92
M01_kablab,BASIC5000_0658,8.166125,8.28
M01_kablab,BASIC5000_1678,5.5149375,5.68
M01_kablab,BASIC5000_2081,3.9393125,4.12
M01_kablab,BASIC5000_0803,5.1698125,5.32
M01_kablab,BASIC5000_1235,4.96025,5.12
M01_kablab,BASIC5000_0784,5.2671875,5.44
M01_kablab,BASIC5000_0714,6.0613125,6.12
M01_kablab,BASIC5000_0333,5.0635625,5.24
M01_kablab,BASIC5000_2077,5.7656875,5.96
M01_kablab,BASIC5000_0157,5.7695625,5.84
M01_kablab,BASIC5000_1267,5.48375,5.64
M01_kablab,BASIC5000_0507,4.554875,4.72
M01_kablab,BASIC5000_1101,5.91325,6.04
M01_kablab,BASIC5000_1472,6.05175,5.72
M01_kablab,BASIC5000_1623,5.5381875,5.68
M01_kablab,BASIC5000_1389,4.656625,4.84
M01_kablab,BASIC5000_0718,4.9875,5.16
M01_kablab,BASIC5000_1716,6.6291875,6.8
M01_kablab,BASIC5000_0304,6.8149375,6.68
M01_kablab,BASIC5000_0694,4.8953125,5.04
M01_kablab,BASIC5000_1592,8.8695,9.04
M01_kablab,BASIC5000_0861,5.9409375,5.6
M01_kablab,balanced_4_63,3.5621875,3.68
M01_kablab,balanced_2_36,4.051625,4.16
M01_kablab,balanced_5_61,5.0519375,4.68
M01_kablab,balanced_4_84,5.00875,4.64
M01_kablab,balanced_1_18,4.4008125,4.52
M01_kablab,balanced_7_57,3.41875,3.52
M01_kablab,balanced_7_92,4.7445,4.88
M01_kablab,balanced_6_55,3.4360625,3.56
M01_kablab,balanced_1_39,4.384625,4.48
M01_kablab,balanced_6_27,3.6421875,3.76
M01_kablab,balanced_6_44,3.86075,4.0
M01_kablab,balanced_0_95,4.7046875,4.76
M01_kablab,balanced_3_68,3.7835,3.92
M01_kablab,balanced_5_77,4.3858125,4.48
M01_kablab,balanced_4_78,5.27425,4.88
M01_kablab,balanced_5_43,4.1171875,4.24
M01_kablab,balanced_7_80,4.1514375,4.28
M01_kablab,balanced_1_43,4.0881875,4.2
M01_kablab,balanced_1_44,4.314,4.44
M01_kablab,balanced_4_79,5.090375,5.2
M01_kablab,balanced_6_85,4.235125,4.36
M01_kablab,balanced_1_52,4.081,4.2
M01_kablab,balanced_1_62,3.944875,4.08
M01_kablab,balanced_1_51,4.654,4.8
M01_kablab,balanced_0_15,4.4289375,4.08
M01_kablab,balanced_0_39,3.7899375,3.92
M01_kablab,balanced_3_10,3.604125,3.72
M01_kablab,balanced_2_77,4.0505,4.16
M01_kablab,balanced_3_53,4.9173125,4.56
M01_kablab,balanced_7_20,3.1616875,3.28
M01_kablab,balanced_1_97,4.3183125,4.44
M01_kablab,balanced_1_72,4.6405625,4.76
M01_kablab,balanced_5_31,3.9964375,4.12
M01_kablab,balanced_7_2,3.9004375,4.0
M01_kablab,balanced_2_24,3.9626875,4.08
M01_kablab,balanced_2_4,4.1079375,4.24
M01_kablab,balanced_4_55,4.1341875,4.24
M01_kablab,balanced_2_21,3.977,4.08
M01_kablab,balanced_4_59,4.656,4.76
M01_kablab,balanced_6_67,4.4655,4.08
M01_kablab,balanced_7_70,5.275125,4.92
M01_kablab,balanced_7_48,4.6745625,4.32
M01_kablab,balanced_4_89,4.42925,4.56
M01_kablab,balanced_0_22,3.942875,4.04
M01_kablab,balanced_4_103,4.9426875,5.04
M01_kablab,balanced_5_97,5.23075,5.32
M01_kablab,balanced_3_18,4.23025,4.36
M01_kablab,balanced_6_56,4.9679375,4.6
M01_kablab,balanced_1_28,4.2271875,4.32
M01_kablab,balanced_0_46,4.03275,4.16
M01_kablab,balanced_1_77,4.59575,4.48
M01_kablab,balanced_0_41,4.4416875,4.56
M01_kablab,balanced_3_64,5.203,4.88
M01_kablab,balanced_1_54,4.146625,4.28
M01_kablab,balanced_5_69,4.5624375,4.68
M01_kablab,balanced_1_100,4.7069375,4.68
M01_kablab,balanced_3_88,5.19325,4.8
M01_kablab,balanced_6_81,5.21275,5.36
M01_kablab,balanced_2_73,4.2479375,4.4
M01_kablab,balanced_7_33,3.681375,3.84
M01_kablab,balanced_7_28,4.2880625,4.4
M01_kablab,balanced_6_73,4.4368125,4.56
M01_kablab,balanced_0_68,4.2115625,4.32
M01_kablab,balanced_6_41,3.8829375,4.0
M01_kablab,balanced_4_22,4.21025,4.36
M01_kablab,balanced_4_26,3.8880625,4.04
M01_kablab,balanced_3_54,4.276125,4.4
M01_kablab,balanced_4_56,4.7185625,4.36
M01_kablab,balanced_7_102,5.0723125,5.2
M01_kablab,balanced_4_37,3.4983125,3.6
M01_kablab,balanced_2_29,4.16725,4.28
M01_kablab,balanced_5_24,4.099,4.2
M01_kablab,balanced_3_102,4.722375,4.84
M01_kablab,balanced_1_5,4.2985625,3.92
M01_kablab,balanced_1_11,4.198375,4.24
M01_kablab,balanced_2_33,3.885875,4.04
M01_kablab,balanced_5_15,3.3141875,3.44
M01_kablab,balanced_0_71,4.62625,4.76
M01_kablab,balanced_3_46,4.4141875,4.04
M01_kablab,balanced_6_60,3.7293125,3.88
M01_kablab,balanced_3_34,3.9035,4.04
M01_kablab,balanced_3_19,3.422125,3.56
M01_kablab,balanced_7_78,5.6999375,5.32
M01_kablab,balanced_0_13,3.9535,4.08
M01_kablab,balanced_6_13,3.6995,3.84
M01_kablab,balanced_4_72,5.432875,5.56
M01_kablab,balanced_0_51,5.328625,4.96
M01_kablab,balanced_5_85,4.985625,4.64
M01_kablab,balanced_3_42,3.8535625,4.0
M01_kablab,balanced_7_86,4.37575,4.48
M01_kablab,balanced_3_104,4.9850625,5.08
M01_kablab,balanced_4_80,4.6201875,4.72
M01_kablab,balanced_7_59,3.5695625,3.72
M01_kablab,balanced_0_110,5.4375,5.56
M01_kablab,balanced_3_96,4.781125,4.88
M01_kablab,balanced_5_32,4.777125,4.4
M01_kablab,balanced_4_51,3.7599375,3.88
M01_kablab,balanced_5_17,4.21025,4.32
M01_kablab,balanced_2_34,3.90875,4.04
M01_kablab,balanced_6_4,3.8583125,3.96
M01_kablab,balanced_1_92,4.33075,4.48
M01_kablab,balanced_7_51,3.2706875,3.4
M01_kablab,balanced_2_68,4.199625,4.32
M01_kablab,balanced_3_52,4.5924375,4.72
M01_kablab,balanced_6_68,5.13225,5.28
M01_kablab,balanced_7_29,3.390625,3.52
M01_kablab,balanced_6_0,4.07425,4.2
M01_kablab,balanced_7_50,3.908625,4.04
M01_kablab,balanced_6_65,3.7235625,3.84
M01_kablab,balanced_5_16,3.9614375,4.08
M01_kablab,balanced_2_97,5.2071875,4.84
M01_kablab,balanced_1_45,3.750875,3.88
M01_kablab,balanced_6_71,5.931125,5.88
M01_kablab,balanced_7_65,4.6648125,4.8
M01_kablab,balanced_0_35,4.5375,4.16
M01_kablab,balanced_0_45,4.275375,4.4
M01_kablab,balanced_4_73,4.2759375,4.4
M01_kablab,balanced_3_87,4.482625,4.6
M01_kablab,balanced_3_83,5.4779375,5.6
M01_kablab,balanced_4_19,3.96275,4.08
M01_kablab,balanced_3_85,4.46675,4.6
M01_kablab,balanced_4_36,4.251625,4.4
M01_kablab,balanced_7_69,5.0834375,4.72
M01_kablab,balanced_2_47,4.757,4.88
M01_kablab,balanced_6_87,5.6819375,5.32
M01_kablab,balanced_2_58,3.936875,4.08
M01_kablab,balanced_3_40,4.328875,4.44
M01_kablab,balanced_2_5,3.9278125,4.04
M01_kablab,balanced_3_48,3.925,4.04
M01_kablab,balanced_1_7,4.149875,4.28
M01_kablab,balanced_3_57,3.855875,4.0
M01_kablab,balanced_6_39,3.7565,3.88
M01_kablab,balanced_1_38,4.33375,4.44
M01_kablab,balanced_4_24,3.48,3.6
M01_kablab,balanced_3_61,4.06225,4.2
M01_kablab,balanced_7_67,4.916625,4.72
M01_kablab,balanced_5_49,3.9554375,4.08
M01_kablab,balanced_0_23,3.847625,4.0
M01_kablab,balanced_5_59,4.00725,4.16
M01_kablab,balanced_1_24,4.2641875,4.36
M01_kablab,balanced_7_39,3.5526875,3.68
M01_kablab,balanced_1_108,4.718375,4.84
M01_kablab,balanced_1_48,4.4645,4.6
M01_kablab,balanced_4_8,3.1351875,3.28
M01_kablab,balanced_3_109,5.0813125,5.2
M01_kablab,balanced_1_49,3.866375,4.0
M01_kablab,balanced_6_7,3.470125,3.6
M01_kablab,balanced_0_11,4.1131875,4.24
M01_kablab,balanced_6_32,5.124625,4.72
M01_kablab,balanced_4_44,3.8809375,4.0
M01_kablab,balanced_1_32,3.839375,3.96
M01_kablab,balanced_0_105,5.541375,5.16
M01_kablab,balanced_1_80,4.9431875,4.56
M01_kablab,balanced_6_96,4.44475,4.6
M01_kablab,balanced_5_0,4.6899375,4.84
M01_kablab,balanced_6_22,4.151375,4.28
M01_kablab,balanced_5_44,4.24825,4.36
M01_kablab,balanced_7_17,3.0609375,3.2
M01_kablab,balanced_7_13,3.4553125,3.6
M01_kablab,balanced_3_84,4.2768125,4.4
M01_kablab,balanced_3_3,3.93075,4.08
M01_kablab,balanced_2_42,4.2726875,4.4
M01_kablab,balanced_3_11,4.479875,4.12
M01_kablab,balanced_1_61,4.5949375,4.72
M01_kablab,balanced_3_21,3.78375,3.92
M01_kablab,balanced_3_44,4.0463125,4.16
M01_kablab,balanced_4_10,3.986875,4.12
M01_kablab,balanced_7_99,5.1571875,4.8
M01_kablab,balanced_5_73,4.2480625,4.4
M01_kablab,balanced_0_3,4.0889375,4.2
M01_kablab,balanced_5_64,4.0054375,4.12
M01_kablab,balanced_5_5,3.3915,3.52
M01_kablab,balanced_7_53,3.8449375,4.0
M01_kablab,balanced_4_21,4.3584375,4.44
M01_kablab,balanced_5_2,3.67875,3.8
M01_kablab,balanced_7_91,5.615,5.76
M01_kablab,balanced_7_81,4.0254375,4.16
M01_kablab,balanced_4_40,4.768375,4.4
M01_kablab,balanced_4_64,3.866125,4.0
M01_kablab,balanced_3_6,5.746375,5.36
M01_kablab,balanced_5_50,4.2503125,4.36
M01_kablab,balanced_1_67,5.07725,4.68
M01_kablab,balanced_3_91,4.8268125,4.96
M01_kablab,balanced_7_75,4.9953125,5.12
M01_kablab,balanced_6_50,3.5634375,3.68
M01_kablab,balanced_0_93,4.8810625,5.0
M01_kablab,balanced_0_106,5.179875,5.28
M01_kablab,balanced_2_56,4.134875,4.24
M01_kablab,balanced_3_71,4.5568125,4.68
M01_kablab,balanced_4_9,4.5675625,4.2
M01_kablab,balanced_2_63,5.5454375,5.68
M01_kablab,balanced_4_81,4.088,4.24
M01_kablab,balanced_6_57,3.4525625,3.56
M01_kablab,balanced_2_16,4.1331875,4.24
M01_kablab,balanced_1_31,4.2845,4.4
M01_kablab,balanced_7_21,3.2564375,3.36
M01_kablab,balanced_6_1,3.5575625,3.68
M01_kablab,balanced_6_59,4.040375,4.16
M01_kablab,balanced_1_112,5.0876875,5.2
M01_kablab,balanced_3_28,3.0600625,3.2
M01_kablab,balanced_2_23,4.0858125,4.2
M01_kablab,balanced_6_35,4.4369375,4.04
M01_kablab,balanced_0_108,5.2385625,5.36
M01_kablab,balanced_5_47,5.20375,4.84
M01_kablab,balanced_0_57,4.2688125,4.36
M01_kablab,balanced_7_90,5.924125,6.04
M01_kablab,balanced_7_7,4.4920625,4.12
M01_kablab,balanced_5_21,4.7188125,4.36
M01_kablab,balanced_7_45,3.615125,3.72
M01_kablab,balanced_1_104,5.7836875,5.4
M01_kablab,balanced_6_95,5.9348125,5.56
M01_kablab,balanced_0_73,4.360875,4.48
M01_kablab,balanced_5_87,4.78725,4.92
M01_kablab,balanced_6_46,3.7898125,3.92
M01_kablab,balanced_0_70,4.5263125,4.64
M01_kablab,balanced_1_64,3.631625,3.76
M01_kablab,balanced_4_85,4.3465625,4.48
M01_kablab,balanced_6_49,3.8405,3.96
M01_kablab,balanced_2_110,4.700375,4.84
M01_kablab,balanced_0_18,3.722125,3.84
M01_kablab,balanced_6_69,4.1395,4.28
M01_kablab,balanced_7_79,4.581625,4.72
M01_kablab,balanced_7_71,4.7668125,4.92
M01_kablab,balanced_4_70,4.457375,4.56
M01_kablab,balanced_5_102,5.2040625,5.2
M01_kablab,balanced_6_20,3.91575,4.04
M01_kablab,balanced_0_100,5.503,5.12
M01_kablab,balanced_4_92,4.6876875,4.84
M01_kablab,balanced_0_118,6.048125,5.92
M01_kablab,balanced_6_80,5.127,4.76
M01_kablab,balanced_5_26,3.8578125,3.96
M01_kablab,balanced_7_19,2.94275,3.08
M01_kablab,balanced_4_42,3.8688125,4.0
M01_kablab,balanced_6_47,3.6646875,3.8
M01_kablab,balanced_6_51,3.7973125,3.92
M01_kablab,balanced_7_100,4.62975,4.76
M01_kablab,balanced_5_83,5.296125,4.92
M01_kablab,balanced_6_76,4.517125,4.64
M01_kablab,balanced_2_108,5.228625,5.36
M01_kablab,balanced_3_37,3.750125,3.88
M01_kablab,balanced_2_109,5.0385,5.16
M01_kablab,balanced_0_99,5.2161875,5.32
M01_kablab,balanced_1_26,3.819875,3.96
M01_kablab,balanced_0_37,3.9751875,4.12
M01_kablab,balanced_3_55,4.362125,4.48
M01_kablab,balanced_0_20,3.366,3.48
M01_kablab,balanced_0_78,4.0956875,4.24
M01_kablab,balanced_0_5,3.67625,3.8
M01_kablab,balanced_1_1,4.223,4.36
M01_kablab,balanced_6_66,4.4725625,4.6
M01_kablab,balanced_4_41,4.311125,4.36
M01_kablab,balanced_1_13,3.7273125,3.84
M01_kablab,balanced_3_12,4.1506875,4.28
M01_kablab,balanced_3_98,4.369875,4.48
M01_kablab,balanced_4_66,4.8696875,4.48
M01_kablab,balanced_0_114,5.0839375,5.2
M01_kablab,balanced_1_16,3.55,3.68
M01_kablab,balanced_4_87,4.2754375,4.4
M01_kablab,balanced_3_105,4.6009375,4.72
M01_kablab,balanced_3_94,4.9430625,5.04
M01_kablab,balanced_1_103,4.8276875,4.88
M01_kablab,balanced_1_94,4.69675,4.84
M01_kablab,balanced_4_7,3.4000625,3.52
M01_kablab,balanced_3_49,6.286875,6.4
M01_kablab,balanced_7_56,3.5204375,3.64
M01_kablab,balanced_0_56,4.289,4.4
M01_kablab,balanced_2_26,4.2345625,4.36
M01_kablab,balanced_4_97,4.8238125,4.8
M01_kablab,balanced_7_32,4.1974375,4.32
M01_kablab,balanced_1_74,4.810125,4.96
M01_kablab,balanced_7_85,4.81875,4.96
M01_kablab,balanced_4_57,5.0173125,5.12
M01_kablab,balanced_6_104,5.115125,5.24
M01_kablab,balanced_2_82,4.8806875,4.52
M01_kablab,balanced_3_79,5.17575,4.8
M01_kablab,balanced_0_116,5.4235625,5.52
